Date,Open,High,Low,Close,Adj Close,Volume
24-12-2018,37.03749847,37.88750076,36.64749908,36.70750046,35.23225403,148676800
26-12-2018,37.07500076,39.30749893,36.68000031,39.29249954,37.71336746,234330000
27-12-2018,38.95999908,39.19250107,37.51750183,39.03749847,37.46862793,212468400
28-12-2018,39.375,39.63000107,38.63750076,39.05749893,37.48781204,169165600
31-12-2018,39.63249969,39.84000015,39.11999893,39.43500137,37.85013962,140014000
02-01-2019,38.72249985,39.71250153,38.55749893,39.47999954,37.89333725,148158800
03-01-2019,35.99499893,36.43000031,35.5,35.54750061,34.11888123,365248800
04-01-2019,36.13249969,37.13750076,35.95000076,37.06499863,35.57538223,234428400
07-01-2019,37.17499924,37.20750046,36.47499847,36.98249817,35.49620819,219111200
08-01-2019,37.38999939,37.95500183,37.13000107,37.6875,36.17286682,164101200
09-01-2019,37.82249832,38.63249969,37.40750122,38.32749939,36.78715515,180396400
10-01-2019,38.125,38.49250031,37.71500015,38.45000076,36.90472412,143122800
11-01-2019,38.22000122,38.42499924,37.87749863,38.07249832,36.54239273,108092800
14-01-2019,37.71250153,37.81750107,37.30500031,37.5,35.99291611,129756800
15-01-2019,37.56750107,38.34749985,37.51250076,38.26750183,36.72955704,114843600
16-01-2019,38.27000046,38.97000122,38.25,38.73500061,37.17827606,122278800
17-01-2019,38.54999924,39.41500092,38.31499863,38.96500015,37.39902878,119284800
18-01-2019,39.375,39.47000122,38.99499893,39.20500183,37.62939453,135004000
22-01-2019,39.10250092,39.18249893,38.15499878,38.32500076,36.78475571,121576000
23-01-2019,38.53749847,38.78499985,37.92499924,38.47999954,36.93351364,92522400
24-01-2019,38.52750015,38.61999893,37.93500137,38.17499924,36.64077759,101766000
25-01-2019,38.86999893,39.53250122,38.58000183,39.43999863,37.85493851,134142000
28-01-2019,38.94749832,39.08250046,38.41500092,39.07500076,37.50461197,104768400
29-01-2019,39.0625,39.53250122,38.52750015,38.66999817,37.11588287,166348800
30-01-2019,40.8125,41.53749847,40.05749893,41.3125,39.65218353,244439200
31-01-2019,41.52750015,42.25,41.13999939,41.61000061,39.9377327,162958400
01-02-2019,41.74000168,42.24499893,41.48249817,41.63000107,39.95691681,130672400
04-02-2019,41.85250092,42.91500092,41.81999969,42.8125,41.09189987,125982000
05-02-2019,43.21500015,43.77000046,43.08750153,43.54499817,41.79495621,144406400
06-02-2019,43.66249847,43.89250183,43.21250153,43.56000137,41.80936432,112958400
07-02-2019,43.09999847,43.48500061,42.58499908,42.73500061,41.01751709,126966800
08-02-2019,42.24750137,42.66500092,42.10499954,42.60250092,41.06570816,95280000
11-02-2019,42.76250076,42.80250168,42.3125,42.35749817,40.8295517,83973600
12-02-2019,42.52500153,42.75,42.42499924,42.72249985,41.18138123,89134000
13-02-2019,42.84749985,43.11999893,42.47999954,42.54499817,41.01029587,89960800
14-02-2019,42.42750168,42.81499863,42.34500122,42.70000076,41.15970612,87342800
15-02-2019,42.8125,42.92499924,42.4375,42.60499954,41.06812286,98507200
19-02-2019,42.42750168,42.86000061,42.37250137,42.73249817,41.19102097,75891200
20-02-2019,42.79750061,43.33000183,42.74750137,43.00749969,41.45610809,104457600
21-02-2019,42.95000076,43.09249878,42.57500076,42.76499939,41.22235107,68998800
22-02-2019,42.89500046,43.25,42.84500122,43.24250031,41.68263626,75652800
25-02-2019,43.54000092,43.96749878,43.48749924,43.55749893,41.98625565,87493600
26-02-2019,43.42750168,43.82500076,43.29249954,43.58250046,42.01036835,68280800
27-02-2019,43.30250168,43.75,43.18249893,43.71749878,42.14048004,111341600
28-02-2019,43.58000183,43.72750092,43.22999954,43.28749847,41.72599411,112861600
01-03-2019,43.56999969,43.78749847,43.22249985,43.74250031,42.16459274,103544800
04-03-2019,43.92250061,44.4375,43.49250031,43.96250153,42.37665939,109744800
05-03-2019,43.98500061,44,43.63499832,43.88249969,42.29953766,78949600
06-03-2019,43.66749954,43.87250137,43.48500061,43.63000107,42.05614471,83241600
07-03-2019,43.46749878,43.61000061,43.00500107,43.125,41.56937027,99185600
08-03-2019,42.58000183,43.26750183,42.375,43.22750092,41.66817093,95997600
11-03-2019,43.87250137,44.77999878,43.83750153,44.72499847,43.11164474,128044000
12-03-2019,45,45.66749954,44.84249878,45.22750092,43.59601974,129870400
13-03-2019,45.5625,45.82500076,45.22999954,45.42750168,43.78880692,124130000
14-03-2019,45.97499847,46.02500153,45.63999939,45.93249893,44.27559662,94318000
15-03-2019,46.21250153,46.83250046,45.93500137,46.52999878,44.8515358,156171600
18-03-2019,46.45000076,47.09749985,46.44749832,47.00500107,45.3094101,104879200
19-03-2019,47.08750153,47.24750137,46.47999954,46.63249969,44.95034027,126585600
20-03-2019,46.55749893,47.37250137,46.18249893,47.04000092,45.34314728,124140800
21-03-2019,47.50500107,49.08250046,47.45249939,48.77249908,47.01314545,204136800
22-03-2019,48.83499908,49.42250061,47.69499969,47.76250076,46.03957748,169630800
25-03-2019,47.87749863,47.99499893,46.65000153,47.18500137,45.4829216,175381200
26-03-2019,47.91500092,48.22000122,46.14500046,46.69749832,45.01299286,199202000
27-03-2019,47.1875,47.43999863,46.63750076,47.11750031,45.41783524,119393600
28-03-2019,47.23749924,47.38999939,46.88249969,47.18000031,45.47809601,83121600
29-03-2019,47.45750046,47.52000046,47.13499832,47.48749924,45.7745018,94256000
01-04-2019,47.90999985,47.91999817,47.09500122,47.81000137,46.0853653,111448000
02-04-2019,47.77249908,48.61500168,47.76250076,48.50500107,46.7552948,91062800
03-04-2019,48.3125,49.125,48.28749847,48.83750153,47.07580566,93087200
04-04-2019,48.69749832,49.09249878,48.28499985,48.92250061,47.15773773,76457200
05-04-2019,49.11249924,49.27500153,48.98249817,49.25,47.47342682,74106400
08-04-2019,49.10499954,50.05749893,49.08499908,50.02500153,48.22046661,103526800
09-04-2019,50.08000183,50.71250153,49.80749893,49.875,48.07587433,143072800
10-04-2019,49.66999817,50.18500137,49.54499817,50.15499878,48.34576797,86781200
11-04-2019,50.21250153,50.25,49.61000061,49.73749924,47.94333267,83603200
12-04-2019,49.79999924,50.03499985,49.05250168,49.71749878,47.92405319,111042800
15-04-2019,49.64500046,49.96250153,49.50249863,49.80749893,48.01081085,70146400
16-04-2019,49.86500168,50.34249878,49.63999939,49.8125,48.01563263,102785600
17-04-2019,49.88499832,50.84500122,49.65250015,50.78250122,48.95064163,115627200
18-04-2019,50.77999878,51.03749847,50.63000107,50.96500015,49.12655258,96783200
22-04-2019,50.70750046,51.23500061,50.58499908,51.13249969,49.28800583,77758000
23-04-2019,51.10749817,51.9375,50.97499847,51.86999893,49.99891281,93292000
24-04-2019,51.84000015,52.11999893,51.76250076,51.79000092,49.92179108,70162400
25-04-2019,51.70750046,51.93999863,51.27999878,51.31999969,49.46875,74172800
26-04-2019,51.22499847,51.25,50.52999878,51.07500076,49.23258972,74596400
29-04-2019,51.09999847,51.49250031,50.96500015,51.15250015,49.30728912,88818800
30-04-2019,50.76499939,50.84999847,49.77750015,50.16749954,48.35782623,186139600
01-05-2019,52.47000122,53.82749939,52.30749893,52.63000107,50.7314949,259309200
02-05-2019,52.45999908,53.16249847,52.03250122,52.28749847,50.40135193,127985200
