Date,Open,High,Low,Close,Adj Close,Volume
24-12-2018,97.68000031,97.97000122,93.98000336,94.12999725,89.38556671,43935200
26-12-2018,95.13999939,100.6900024,93.95999908,100.5599976,95.4914856,51634800
27-12-2018,99.30000305,101.1900024,96.40000153,101.1800003,96.08023071,49498500
28-12-2018,102.0899963,102.4100037,99.51999664,100.3899994,95.33005524,38196300
31-12-2018,101.2900009,102.4000015,100.4400024,101.5699997,96.45059204,33173800
02-01-2019,99.55000305,101.75,98.94000244,101.1200027,96.02327728,35329300
03-01-2019,100.0999985,100.1900024,97.19999695,97.40000153,92.49076843,42579100
04-01-2019,99.72000122,102.5100021,98.93000031,101.9300003,96.79244995,44060600
07-01-2019,101.6399994,103.2699966,100.9800034,102.0599976,96.91588593,35656100
08-01-2019,103.0400009,103.9700012,101.7099991,102.8000031,97.61859131,31514400
09-01-2019,103.8600006,104.8799973,103.2399979,104.2699966,99.01449585,32280800
10-01-2019,103.2200012,103.75,102.3799973,103.5999985,98.37827301,30067600
11-01-2019,103.1900024,103.4400024,101.6399994,102.8000031,97.61859131,28314200
14-01-2019,101.9000015,102.8700027,101.2600021,102.0500031,96.90641022,28437100
15-01-2019,102.5100021,105.0500031,101.8799973,105.0100021,99.71720123,31587600
16-01-2019,105.2600021,106.2600021,104.9599991,105.3799973,100.0685425,29853900
17-01-2019,105,106.6299973,104.7600021,106.1200027,100.7712631,28393000
18-01-2019,107.4599991,107.9000015,105.9100037,107.7099991,102.2810974,37427600
22-01-2019,106.75,107.0999985,104.8600006,105.6800003,100.3534241,32371300
23-01-2019,106.1200027,107.0400009,105.3399963,106.7099991,101.3315201,25874300
24-01-2019,106.8600006,107,105.3399963,106.1999969,100.8472214,23164800
25-01-2019,107.2399979,107.8799973,106.1999969,107.1699982,101.7683334,31225600
28-01-2019,106.2600021,106.4800034,104.6600037,105.0800018,99.78366852,29476700
29-01-2019,104.8799973,104.9700012,102.1699982,102.9400024,97.75154877,31490500
30-01-2019,104.6200027,106.3799973,104.3300018,106.3799973,101.0181274,49471900
31-01-2019,103.8000031,105.2200012,103.1800003,104.4300003,99.16643524,55636400
01-02-2019,103.7799988,104.0999985,102.3499985,102.7799988,97.59960175,35535700
04-02-2019,102.8700027,105.8000031,102.7699966,105.7399979,100.4104004,31315100
05-02-2019,106.0599976,107.2699966,105.9599991,107.2200012,101.8158035,27325400
06-02-2019,107,107,105.5299988,106.0299988,100.6857758,20609800
07-02-2019,105.1900024,105.5899963,104.2900009,105.2699966,99.96409607,29760700
08-02-2019,104.3899994,105.7799988,104.2600021,105.6699982,100.3439255,21461100
11-02-2019,106.1999969,106.5800018,104.9700012,105.25,99.94509888,18914100
12-02-2019,106.1399994,107.1399994,105.4800034,106.8899994,101.5024414,25056600
13-02-2019,107.5,107.7799988,106.7099991,106.8099976,101.4264755,18394900
14-02-2019,106.3099976,107.2900009,105.6600037,106.9000015,101.51194,21784700
15-02-2019,107.9100037,108.3000031,107.3600006,108.2200012,102.7654037,26606900
19-02-2019,107.7900009,108.6600037,107.7799988,108.1699982,102.7179184,18038500
20-02-2019,107.8600006,107.9400024,106.2900009,107.1500015,102.183876,21607700
21-02-2019,106.9000015,109.4800034,106.8700027,109.4100037,104.3391495,29063200
22-02-2019,110.0500031,111.1999969,109.8199997,110.9700012,105.826828,27763200
25-02-2019,111.7600021,112.1800003,111.2600021,111.5899963,106.4180908,23750600
26-02-2019,111.2600021,113.2399979,111.1699982,112.3600006,107.1524048,21536700
27-02-2019,111.6900024,112.3600006,110.8799973,112.1699982,106.9712296,21487100
28-02-2019,112.0400009,112.8799973,111.7300034,112.0299988,106.8377075,29083900
01-03-2019,112.8899994,113.0199966,111.6699982,112.5299988,107.3145294,23501200
04-03-2019,113.0199966,113.25,110.8000031,112.2600021,107.057045,26608000
05-03-2019,112.25,112.3899994,111.2300034,111.6999969,106.5230103,19538300
06-03-2019,111.8700027,112.6600037,111.4300003,111.75,106.5706787,17687000
07-03-2019,111.4000015,111.5500031,109.8700027,110.3899994,105.2737198,25339000
08-03-2019,109.1600037,110.7099991,108.8000031,110.5100021,105.3881454,22818400
11-03-2019,110.9899979,112.9499969,110.9800034,112.8300018,107.6006317,26491600
12-03-2019,112.8199997,113.9899979,112.6500015,113.6200027,108.3540115,26132700
13-03-2019,114.1299973,115,113.7799988,114.5,109.193222,35513800
14-03-2019,114.5400009,115.1999969,114.3300018,114.5899963,109.2790604,30763400
15-03-2019,115.3399963,117.25,114.5899963,115.9100037,110.5378723,54681100
18-03-2019,116.1699982,117.6100006,116.0500031,117.5699997,112.1209335,31207600
19-03-2019,118.0899963,118.4400024,116.9899979,117.6500015,112.1972198,37588700
20-03-2019,117.3899994,118.75,116.7099991,117.5199966,112.0732346,28113300
21-03-2019,117.1399994,120.8199997,117.0899963,120.2200012,114.6481247,29854400
22-03-2019,119.5,119.5899963,117.0400009,117.0500031,111.6250305,33624500
25-03-2019,116.5599976,118.0100021,116.3199997,117.6600037,112.2067719,27067100
26-03-2019,118.6200027,118.7099991,116.8499985,117.9100037,112.4452057,26097700
27-03-2019,117.8799973,118.2099991,115.5199966,116.7699966,111.3580093,22733400
28-03-2019,117.4400024,117.5800018,116.1299973,116.9300003,111.5106125,18334800
29-03-2019,118.0699997,118.3199997,116.9599991,117.9400024,112.4737854,25399800
01-04-2019,118.9499969,119.1100006,118.0999985,119.0199966,113.5037308,22789100
02-04-2019,119.0599976,119.4800034,118.5199966,119.1900024,113.665863,18142300
03-04-2019,119.8600006,120.4300003,119.1500015,119.9700012,114.4097061,22860700
04-04-2019,120.0999985,120.2300034,118.3799973,119.3600006,113.82798,20112800
05-04-2019,119.3899994,120.2300034,119.3700027,119.8899994,114.3334122,15826200
08-04-2019,119.8099976,120.0199966,118.6399994,119.9300003,114.3715515,15116200
09-04-2019,118.6299973,119.5400009,118.5800018,119.2799988,113.7516785,17612000
10-04-2019,119.7600021,120.3499985,119.5400009,120.1900024,114.6195221,16477200
11-04-2019,120.5400009,120.8499985,119.9199982,120.3300018,114.7530212,14209100
12-04-2019,120.6399994,120.9800034,120.3700027,120.9499969,115.3442841,19745100
15-04-2019,120.9400024,121.5800018,120.5699997,121.0500031,115.4396439,15792600
16-04-2019,121.6399994,121.6500015,120.0999985,120.7699966,115.1726303,14071800
17-04-2019,121.2399979,121.8499985,120.5400009,121.7699966,116.1262665,19300900
18-04-2019,122.1900024,123.5199966,121.3000031,123.3700027,117.6521225,27991000
22-04-2019,122.6200027,124,122.5699997,123.7600021,118.0240555,15648700
23-04-2019,124.0999985,125.5800018,123.8300018,125.4400024,119.6261902,24025500
24-04-2019,125.7900009,125.8499985,124.5199966,125.0100021,119.2161179,31257000
25-04-2019,130.0599976,131.3699951,128.8300018,129.1499939,123.1642151,38033900
26-04-2019,129.6999969,130.5200043,129.0200043,129.8899994,123.8699417,23654900
29-04-2019,129.8999939,130.1799927,129.3500061,129.7700043,123.7555237,16324200
30-04-2019,129.8099976,130.6999969,129.3899994,130.6000061,124.5470581,24166500
