Date,Open,High,Low,Close,Adj Close,Volume
24-12-2018,67.30000305,69.80149841,65.34999847,67.19799805,67.19799805,144400000
26-12-2018,68.44450378,73.65799713,68.15049744,73.54499817,73.54499817,208236000
27-12-2018,72.70999908,73.44999695,69.51550293,73.08200073,73.08200073,194440000
28-12-2018,73.66750336,75.67350006,72.44999695,73.90100098,73.90100098,176580000
31-12-2018,75.54000092,76.03800201,74.34999847,75.09850311,75.09850311,139090000
02-01-2019,73.26000214,77.66799927,73.04650116,76.95649719,76.95649719,159662000
03-01-2019,76.00050354,76.90000153,74.85549927,75.01399994,75.01399994,139512000
04-01-2019,76.5,79.69999695,75.91549683,78.76950073,78.76950073,183652000
07-01-2019,80.1155014,81.72799683,79.45950317,81.47550201,81.47550201,159864000
08-01-2019,83.23449707,83.83049774,80.83049774,82.82900238,82.82900238,177628000
09-01-2019,82.64900208,83.38999939,82.06999969,82.97100067,82.97100067,126976000
10-01-2019,82.05049896,83.16249847,81.08100128,82.81099701,82.81099701,130154000
11-01-2019,82.02749634,83.01450348,81.81099701,82.02799988,82.02799988,93724000
14-01-2019,80.75,82.41000366,79.75749969,80.86049652,80.86049652,120118000
15-01-2019,81.59999847,83.75800323,81.30049896,83.72799683,83.72799683,119970000
16-01-2019,84.21099854,85.25,83.79399872,84.18900299,84.18900299,127338000
17-01-2019,84,85.00849915,83.875,84.66100311,84.66100311,84178000
18-01-2019,85.59999847,85.80999756,84.57700348,84.80999756,84.80999756,120410000
22-01-2019,84.05000305,84.09349823,80.51000214,81.60849762,81.60849762,128336000
23-01-2019,82.80000305,82.87149811,80.59999847,82.00099945,82.00099945,104504000
24-01-2019,82.05349731,82.86299896,81.58899689,82.74649811,82.74649811,81798000
25-01-2019,83.52500153,84.1740036,83.08049774,83.52850342,83.52850342,98918000
28-01-2019,82.17949677,82.25,80.70449829,81.89450073,81.89450073,96754000
29-01-2019,81.56349945,81.6190033,79.53600311,79.69400024,79.69400024,92656000
30-01-2019,81.15000153,83.84750366,80.98400116,83.52149963,83.52149963,115676000
31-01-2019,84.64250183,86.82050323,83.95400238,85.93650055,85.93650055,218206000
01-02-2019,81.94400024,83.65299988,81.10050201,81.31150055,81.31150055,230124000
04-02-2019,81.15000153,82.48149872,80.67500305,81.66549683,81.66549683,98582000
05-02-2019,82.16699982,83.26300049,82.125,82.94049835,82.94049835,89062000
06-02-2019,83.53749847,83.61299896,81.66699982,82.01300049,82.01300049,78798000
07-02-2019,81.25,81.27700043,79.64550018,80.71849823,80.71849823,92532000
08-02-2019,79.30000305,79.42949677,78.33799744,79.41100311,79.41100311,113150000
11-02-2019,80.0490036,80.46450043,79.30000305,79.55000305,79.55000305,66346000
12-02-2019,80.19999695,81.97000122,79.94400024,81.90049744,81.90049744,97172000
13-02-2019,82.34999847,82.81900024,81.85549927,82,82,71206000
14-02-2019,81.22499847,81.89499664,80.3030014,81.13249969,81.13249969,82410000
15-02-2019,81.39299774,81.44550323,80.22499847,80.39749908,80.39749908,86878000
19-02-2019,80.05000305,81.69999695,80.02799988,81.3789978,81.3789978,73634000
20-02-2019,81.5,81.74649811,80.5059967,81.10500336,81.10500336,66752000
21-02-2019,80.99250031,81.1780014,80.04550171,80.97200012,80.97200012,69668000
22-02-2019,81.17500305,81.74700165,81.0585022,81.57800293,81.57800293,61924000
25-02-2019,82.07250214,82.73000336,81.51950073,81.65000153,81.65000153,63690000
26-02-2019,81.2990036,81.99949646,80.8065033,81.81999969,81.81999969,53316000
27-02-2019,81.40899658,82.09049988,80.75499725,82.05449677,82.05449677,62976000
28-02-2019,81.76249695,82.58850098,81.6914978,81.99150085,81.99150085,60518000
01-03-2019,82.75650024,83.71299744,82.55000305,83.58650208,83.58650208,99498000
04-03-2019,84.25,85.47149658,83.71800232,84.8085022,84.8085022,123348000
05-03-2019,85.14749908,85.38999939,84.45050049,84.62149811,84.62149811,73630000
06-03-2019,84.79850006,84.88749695,83.41400146,83.44750214,83.44750214,79920000
07-03-2019,83.36849976,83.48750305,81.02549744,81.29750061,81.29750061,99140000
08-03-2019,80.20050049,81.13600159,79.32849884,81.04000092,81.04000092,93340000
11-03-2019,81.30599976,83.61450195,81.30049896,83.53099823,83.53099823,77528000
12-03-2019,83.44999695,84.21350098,83.0490036,83.65499878,83.65499878,72290000
13-03-2019,84.15000153,85,83.96749878,84.54049683,84.54049683,71040000
14-03-2019,84.55999756,85.09999847,84.21700287,84.31099701,84.31099701,58932000
15-03-2019,85.15000153,85.94000244,84.65650177,85.61799622,85.61799622,151018000
18-03-2019,85.63500214,87.5,85.63150024,87.10749817,87.10749817,108582000
19-03-2019,87.67549896,89.20800018,87.67549896,88.09249878,88.09249878,127284000
20-03-2019,88.49700165,89.97499847,88.35150146,89.8635025,89.8635025,125312000
21-03-2019,89.81300354,91.1875,89.36399841,90.96299744,90.96299744,115356000
22-03-2019,90.50849915,90.9489975,88.15550232,88.2385025,88.2385025,127260000
25-03-2019,87.88950348,89.13400269,87.375,88.71299744,88.71299744,102076000
26-03-2019,89.65000153,90.28849792,88.66799927,89.18800354,89.18800354,97318000
27-03-2019,89.20649719,89.375,87.28399658,88.28500366,88.28500366,86496000
28-03-2019,88.5,88.89649963,87.67350006,88.67099762,88.67099762,60860000
29-03-2019,89.32900238,89.64299774,88.83149719,89.03749847,89.03749847,66416000
01-04-2019,90.00550079,90.78350067,89.93650055,90.70950317,90.70950317,84776000
02-04-2019,90.5510025,91,90.2559967,90.6989975,90.6989975,68962000
03-04-2019,91.33599854,91.5,90.48100281,91.03500366,91.03500366,78522000
04-04-2019,91.03250122,91.4375,90.20999908,90.94300079,90.94300079,72478000
05-04-2019,91.44999695,91.92900085,91.2594986,91.86399841,91.86399841,72810000
08-04-2019,91.66149902,92.51000214,91.25550079,92.49299622,92.49299622,75056000
09-04-2019,92.27449799,92.65450287,91.58899689,91.79199982,91.79199982,74288000
10-04-2019,92.05000305,92.40000153,91.44049835,92.36650085,92.36650085,59280000
11-04-2019,92.43499756,92.49749756,92.01550293,92.20349884,92.20349884,53096000
12-04-2019,92.41999817,92.57499695,92.06500244,92.15299988,92.15299988,62288000
